121	99	95.05
122	99	95.05
123	99	95.05
124	99.25	95.05
125	99.5	95.05
126	99.25	95.05
127	99.75	95.05
128	99.25	95.05
129	99.5	95.05
130	99.5	95.05
131	99.75	95.05
132	99.75	95.05
133	99.5	95.05
134	99.75	95.05
135	100	95.05
136	100	95.05
137	99.5	95.05
138	100.25	95.05
139	100.25	95.05
140	100.25	95.05
141	100.5	95.05
142	100.5	95.05
143	100.25	95.05
144	100	95.05
145	99.5	95.05
146	98.5	94.39
147	98	88.99
148	95.75	83.53
149	94	78.13
150	91.5	72.63
151	89.5	67.07
152	87.5	61.76
153	85.75	60.03
154	83.75	59.98
155	82	59.97
156	81	59.96
157	79.75	59.95
158	78.75	59.94
159	78	59.94
160	76.5	59.94
161	76.25	59.93
162	75.5	59.93
163	75	59.93
164	74.5	59.93
165	73.75	59.93
166	73.25	59.93
167	73.25	59.93
168	73	59.93
169	72.5	59.93
170	72	59.93
171	72.25	59.93
172	71.75	59.94
173	71.75	59.94
174	71.5	59.94
175	71.25	59.94
176	71.25	59.94
177	70.75	59.94
178	71	59.94
179	70.75	59.94
180	70.25	59.94
181	70.5	59.95
182	70.5	59.95
183	70.5	59.95
184	70.5	59.95
185	70.25	59.95
186	70.25	59.95
187	70.25	59.95
188	70	59.95
189	70	59.96
190	70	59.96
191	70.25	59.96
192	70.25	59.96
193	70	59.96
194	69.5	59.96
195	70.25	59.96
196	69.75	59.96
197	70	59.96
198	70.25	59.97
199	70	59.97
200	70	59.97
201	69.75	59.97
202	70	59.97
203	70	59.97
204	70.25	59.97
205	70.25	59.97
206	70	59.97
207	69.75	59.97
208	70	59.97
209	70	59.97
210	69.5	59.97
211	70.25	59.98
212	70.5	59.98
213	71.25	59.98
214	73.25	62.65
215	74.25	68.37
216	76.5	74.14
217	79.25	79.8
218	81.5	85.57
219	84	91.26
220	86	95.11
221	88	94.82
222	90	94.88
223	91.25	94.91
224	93	94.92
225	94	94.93
226	94.75	94.94
227	95.5	94.95
228	96	94.95
229	96.5	94.96
230	97.5	94.96
231	97.5	94.97
232	98	94.97
233	98	94.97
234	98.5	94.97
235	98.75	94.98
236	99.25	94.98
237	99	94.98
238	99	94.99
239	99.25	94.99
240	99.75	94.99
241	100	94.99
242	100	95
243	100.25	95
244	100	95
245	100.25	95
246	100	95
247	100.5	95
248	100.25	95
249	100.25	95
250	100.25	95
251	100.5	95
252	101	95.01
253	101	95
254	100.75	95
255	100.5	95.01
256	100.75	95
257	101	95.01
258	100.75	95.01
259	101.25	95.01
260	101	95.01
261	101.25	95.01
262	101.5	95.01
263	101.25	95.01
264	101.25	95.01
265	101	95.01
266	101.25	95.01
267	101.25	95.01
268	101.5	95.01
269	101.5	95.01
270	101.5	95.01
271	101.25	95.01
272	101	95.01
273	101.75	95.01
274	101.5	95.01
275	101.25	95.01
276	101.5	95.01
277	101.25	95.01
278	101.25	95.01
279	100.25	95.01
280	99.5	94.94
281	98.5	90.26
282	96.5	84.86
283	94.5	79.42
284	92.25	73.92
285	89.75	68.43
286	87.25	62.88
287	85.75	60.17
288	83.75	59.95
289	82.5	59.92
290	81	59.9
291	79.5	59.89
292	78.75	59.88
293	78	59.88
294	77	59.88
295	75.75	59.88
296	75.25	59.88
297	75	59.88
298	74.5	59.88
299	74	59.88
300	73.25	59.88
301	72.75	59.89
302	72.75	59.89
303	72.5	59.89
304	72.25	59.89
305	72	59.89
306	71.75	59.89
307	71.75	59.9
308	71.25	59.9
309	71.25	59.9
310	71.25	59.9
311	71	59.91
312	70.75	59.91
313	70.75	59.91
314	70.75	59.91
315	70.5	59.91
316	70.75	59.91
317	70.75	59.92
318	70.75	59.92
319	70.25	59.92
320	69.75	59.92
321	70.5	59.92
322	70.5	59.93
323	70.5	59.93
324	70	59.93
325	70.25	59.93
326	70	59.93
327	70.25	59.93
328	70.25	59.94
329	70.25	59.94
330	70	59.94
331	70.25	59.94
332	70	59.94
333	69.75	59.94
334	70	59.95
335	69.5	59.95
336	70.25	59.95
337	70	59.95
338	70	59.95
339	69.75	59.95
340	70	59.95
341	70.25	59.95
342	70.25	59.96
343	70	59.96
344	69.5	59.96
345	70.25	59.96
346	70.25	59.96
347	71.5	59.96
348	72.5	60.84
349	74.5	66.7
350	76.5	72.33
351	78.75	78.02
352	81.75	83.77
353	84.25	89.63
354	86.75	94.77
355	89	94.72
356	90.75	94.89
357	92.25	94.89
358	93.5	94.91
359	94.75	94.92
360	95.5	94.93
361	96	94.93
362	97.25	94.94
363	97.75	94.95
364	98	94.95
365	98.5	94.96
366	98.75	94.96
367	99.25	94.96
368	99.25	94.97
369	99.75	94.97
370	99.5	94.97
371	100	94.97
372	100.25	94.98
373	99.75	94.98
374	99.75	94.98
375	100.25	94.98
376	100.5	94.98
377	99.75	94.98
378	100.75	94.99
379	101	94.99
380	100.75	94.99
381	101	94.99
382	101.25	94.99
383	101.5	95
384	100.75	95
385	101.25	94.99
386	101.5	95
387	101.25	95
388	101.5	95
389	101.75	95
390	101	95
391	101	95
392	101.5	95
393	101.5	95
394	101.25	95
395	101	95
396	101.5	95
397	101.5	95.01
398	101	95
399	101.5	95.01
400	101.5	95
401	101.5	95
402	101.5	95
403	100.75	95
404	101.75	95
405	101.5	95.01
406	101.25	95
407	101.75	95.01
408	101.25	95.01
409	101.5	95.01
410	100.75	95.01
411	101	95.01
412	101.25	95.01
413	100	95.01
414	100	95.01
415	98.75	92.1
416	96.75	86.67
417	94.5	81.2
418	92.25	75.75
419	89.75	70.22
420	87.25	64.64
421	85.5	60.6
422	84	59.92
423	81.75	59.88
424	81.25	59.88
425	80.25	59.87
426	78.75	59.87
427	78	59.87
428	77	59.86
429	76.25	59.86
430	75.75	59.86
431	75.25	59.86
432	74	59.87
433	74	59.87
434	73.75	59.87
435	73.25	59.87
436	72.75	59.87
437	72.5	59.88
438	72.25	59.88
440	72.25	59.88
441	71.5	59.88
442	71.75	59.88
443	71.5	59.89
444	70.75	59.89
445	70.5	59.89
446	70.25	59.89
447	70.5	59.9
448	71	59.9
449	71	59.9
450	70.25	59.9
451	70.75	59.9
452	70.75	59.91
453	70.25	59.91
454	70.5	59.91
455	70.5	59.91
456	70.75	59.92
457	70.25	59.92
458	70	59.92
459	70.5	59.92
460	70.5	59.92
461	70.5	59.92
462	70.5	59.93
463	70.5	59.93
464	70.5	59.93
465	70.5	59.93
466	70.25	59.93
467	70	59.94
468	69.75	59.94
469	69.5	59.94
470	70.25	59.94
471	70	59.94
472	69.5	59.94
473	70.25	59.94
474	70.25	59.95
475	69.75	59.95
476	70.25	59.95
477	69.75	59.95
478	70.25	59.95
479	70.25	59.95
480	70.25	59.95
481	70.75	59.95
482	71.25	59.95
483	72.75	60.01
484	74	65.06
485	76.75	70.65
486	79	76.34
487	82.25	82.04
488	84	87.66
489	86.75	93.32
490	89.25	94.84
491	91	94.9
492	92.75	94.88
493	93.75	94.9
494	95.25	94.92
495	96.25	94.92
496	96.75	94.93
497	97.75	94.94
498	98.25	94.94
499	98.5	94.95
500	98.5	94.95
501	99.25	94.95
502	99.75	94.96
503	99.5	94.96
504	99.5	94.97
505	100.25	94.97
506	100	94.97
507	100.5	94.98
508	100.25	94.98
509	100.25	94.98
510	100.75	94.98
511	100.75	94.98
512	100.75	94.99
513	100.5	94.98
514	100.75	94.99
515	100.75	94.99
516	101.25	94.99
517	101.25	94.99
518	101.25	94.99
519	101.5	94.99
520	101.5	94.99
521	101.25	94.99
522	100.75	94.99
523	100.75	95
524	101.25	95
525	101.75	95
526	101.75	95
527	101.25	95
528	101.25	94.99
529	101.25	95
530	101.75	95
531	101	95
532	101.75	95
533	101.75	95
534	101.25	95
535	101.25	95
536	101.5	95
537	101.75	95
538	101.75	95
539	101	95
540	102	95
541	102	95.01
542	101.5	95
543	101.75	95
544	101.75	95
545	101.25	95
546	101	95
547	101.25	95
548	101.25	95
549	100.25	95.01
550	98.75	93.74
551	96.75	88.38
552	94.75	83.02
553	92.75	77.64
554	89.5	72.08
555	87.5	66.5
556	86	61.48
557	83.75	59.97
558	82.75	59.89
559	81	59.88
560	80	59.87
561	79	59.86
562	77.5	59.86
563	77	59.86
564	76	59.86
565	75.75	59.86
566	74.75	59.86
567	74.5	59.86
568	73.75	59.86
569	73.5	59.86
570	73.25	59.87
571	72.5	59.87
572	72.5	59.87
573	72.25	59.87
574	71.75	59.87
575	71	59.88
576	71.75	59.88
577	71.25	59.88
578	71.5	59.88
579	71.25	59.89
580	71.25	59.89
581	70.5	59.89
582	70.5	59.89
583	70.5	59.9
584	71	59.9
585	70.25	59.9
586	70.25	59.9
587	70.75	59.91
588	70	59.91
589	70	59.91
590	70.5	59.91
591	70.5	59.91
592	70.5	59.91
593	70.5	59.92
594	70.75	59.92
595	70	59.92
596	70	59.92
597	70.25	59.93
598	70.5	59.93
599	70.25	59.93
600	70.5	59.93
601	70.25	59.93
602	70.5	59.93
603	70.25	59.94
604	70.25	59.94
605	69.75	59.94
606	70.25	59.94
607	70	59.94
608	70.25	59.94
609	70.25	59.94
610	69.75	59.95
611	70	59.95
612	70	59.95
613	70.25	59.95
614	70.5	59.95
615	70.25	59.95
616	71	59.95
617	72	59.95
618	74.25	62.84
619	76.5	68.59
620	79.25	74.34
621	81.75	80
622	84.25	85.74
623	87.25	91.48
624	88.75	95.09
625	91.5	94.82
626	92.5	94.87
627	94.25	94.9
628	95.5	94.91
629	96.5	94.92
630	97	94.93
631	98	94.94
632	97.75	94.94
633	98.75	94.94
634	98.75	94.95
635	99.25	94.95
636	99.75	94.96
637	100	94.96
638	100	94.96
639	100.25	94.97
640	100.75	94.97
641	100.75	94.97
642	100.25	94.98
643	101	94.98
644	101	94.98
645	101	94.98
646	101.25	94.98
647	101	94.98
648	101	94.99
649	101	94.99
650	101.25	94.98
651	100.75	94.99
652	101.5	94.99
653	101	94.99
654	101.25	94.99
655	101.5	94.99
656	101.25	94.99
657	101.25	95
658	101.25	95
659	101.75	95
660	101.5	95
661	101.5	95
662	101.25	95
663	101.5	95
664	101.25	95
665	101.25	95
666	101.75	95
667	102	95
668	101.25	95
669	101.5	95
670	101.5	95
671	101.5	95
672	101.5	95
673	102	95
674	101.75	95
675	101.5	95
676	102	95.01
677	101	95.01
678	101.75	95
679	101.5	95
680	101.5	95
681	101.75	95.01
682	101	95
683	100.25	95
684	99.25	94.89
685	97.25	90.2
686	95.25	84.82
687	92.75	79.42
688	89.5	73.95
689	88.25	68.41
690	86	63
691	83.75	60.21
692	82.25	59.92
693	81.25	59.88
694	79.75	59.87
695	78.75	59.86
696	77.75	59.86
697	77	59.86
698	76.25	59.85
699	75.25	59.86
700	74.25	59.86
701	74.25	59.86
702	73.5	59.86
703	73.25	59.86
704	73.25	59.86
705	72.5	59.86
706	72.25	59.87
707	72	59.87
708	72.25	59.87
709	71	59.87
710	71.75	59.88
711	71	59.88
712	71.5	59.88
713	70.5	59.88
714	71	59.89
715	70.75	59.89
716	70.25	59.89
717	70.75	59.89
718	70.75	59.9
719	70.5	59.9
720	70.5	59.9
721	70.5	59.9
722	70.25	59.91
723	70.75	59.91
724	70.75	59.91
725	70	59.91
726	70.5	59.91
727	70.25	59.92
728	69.75	59.92
729	70	59.92
730	70.5	59.92
731	70	59.92
732	70	59.93
733	70	59.93
734	70.5	59.93
735	70.5	59.93
736	70	59.93
737	70	59.93
738	70	59.94
739	70.25	59.94
740	70.5	59.94
741	70.25	59.94
742	70	59.94
743	70.5	59.94
744	70.25	59.94
745	70.25	59.95
746	69.75	59.95
747	70.25	59.95
748	70.25	59.95
749	70.25	59.95
750	70.25	59.95
751	72.75	59.95
752	74.5	61.05
753	76.75	66.92
754	79.5	72.65
755	82.5	78.23
756	84.75	83.95
757	87	89.65
758	89.5	94.81
759	91.5	94.72
760	92.75	94.89
761	94.75	94.89
762	96	94.9
763	96.5	94.92
764	97	94.93
765	98.25	94.93
766	98	94.94
767	98.5	94.95
768	99.25	94.95
769	99.25	94.95
770	99.75	94.96
771	99.75	94.96
772	100.5	94.96
773	100.5	94.97
774	101	94.97
775	100.75	94.97
776	100.5	94.97
777	100.75	94.98
778	100.75	94.98
779	100.75	94.98
780	100.75	94.98
781	101	94.98
782	101.25	94.99
783	100.75	94.99
784	101	94.99
785	101	94.99
786	101.5	94.99
787	101.25	94.99
788	101.5	94.99
789	100.75	94.99
790	101.25	94.99
791	101	94.99
792	101.75	94.99
793	101.75	95
794	101.25	95
795	102	95
796	101.75	95
797	101.5	95
798	101.5	95
799	101.5	95
800	102	95
801	101.75	95
802	101.75	95
803	101.75	95
804	101.75	95
805	101	95
806	101.5	95
807	101.5	95
808	101.75	95
809	101.5	95
810	101.75	95
811	101.25	95
812	102	95
813	102	95
814	101.5	95
815	101.25	95
816	101.5	95
817	100.5	95
818	98.75	95
819	97	91.88
820	94.75	86.43
821	92.5	81.05
822	89.5	75.5
823	88	69.96
824	85.75	64.34
825	83	60.52
826	82	59.9
827	80.25	59.87
828	79.75	59.86
829	78	59.86
830	77	59.85
831	76.25	59.85
832	76	59.85
833	75.25	59.85
834	74.25	59.85
835	74	59.85
836	73.5	59.85
837	73.25	59.86
838	73	59.86
839	72.75	59.86
840	72.5	59.86
841	72.25	59.87
842	72	59.87
843	71.75	59.87
844	71.5	59.87
845	71.5	59.87
846	71.5	59.88
847	71	59.88
848	70.75	59.88
849	70.75	59.89
850	71	59.89
851	70.75	59.89
852	70.5	59.89
853	70.25	59.89
854	70.75	59.9
855	70.75	59.9
856	70.25	59.9
857	70.75	59.91
858	70.25	59.91
859	70.5	59.91
860	70.5	59.91
861	70	59.91
862	70.5	59.92
863	70.25	59.92
864	70.5	59.92
865	70.5	59.92
866	70	59.92
867	70.5	59.92
868	70.5	59.93
869	70.75	59.93
870	70	59.93
871	70	59.93
872	70	59.93
873	70.5	59.94
874	70.5	59.94
875	70.25	59.94
877	70	59.94
878	70.25	59.94
879	70.25	59.94
880	70.5	59.94
881	70	59.94
882	70.5	59.95
883	70.25	59.95
884	70.75	59.95
885	71.5	59.95
886	73	59.95
887	74.75	60.11
888	76.75	65.52
889	79	71.05
890	83	76.79
891	85.75	82.5
892	88	88.2
893	90	93.84
894	92.25	94.77
895	93.75	94.9
896	95	94.88
897	96	94.9
898	97.25	94.91
899	97.75	94.92
900	98	94.93
901	99	94.94
902	99.25	94.94
903	99	94.95
904	100	94.95
905	100	94.96
906	100	94.96
907	100.25	94.96
908	100.25	94.96
909	100.5	94.97
910	101	94.97
911	100.5	94.97
912	101	94.98
913	101.25	94.98
914	100.75	94.98
915	101	94.98
916	101.25	94.98
917	101	94.99
918	101.5	94.99
919	101.5	94.98
920	101.25	94.99
921	101.25	94.99
922	101.75	94.99
923	101.5	94.99
924	101.75	95
925	101.5	95
926	101.75	94.99
927	101.75	94.99
928	101.75	95
929	102	95
930	101.75	95
931	101.5	95
932	102	95
933	101.25	95
934	101.25	95
935	101.25	95
936	101.5	95
937	101.75	95
938	101.5	95
939	102	95
940	101	95
941	101.25	95
942	101.5	95
943	101.75	95
944	101.25	95
945	101.75	95
946	101.5	95
947	102	95
948	102	95
949	101.5	95
950	101.5	95
951	101	95
952	99.75	95.01
953	98.75	95.01
954	97.25	93.32
955	94.5	87.86
956	92	82.51
957	90.25	77.07
958	87.5	71.62
959	85.25	66.02
960	83.25	61.16
961	82.25	59.93
962	80.25	59.88
963	79.75	59.87
964	78.25	59.86
965	76.75	59.86
966	75.75	59.85
967	75.5	59.85
968	75	59.85
969	74.25	59.85
970	74	59.85
971	73.5	59.85
972	72.75	59.86
973	73	59.86
974	72.5	59.86
975	72.25	59.86
976	71.25	59.86
977	72	59.87
978	71.75	59.87
979	71.5	59.87
980	71.25	59.87
981	71	59.88
982	71.25	59.88
983	71.25	59.88
984	70.75	59.88
985	70.75	59.89
986	70.25	59.89
987	71	59.89
988	71	59.89
989	70.5	59.9
990	70.75	59.9
991	70.5	59.9
992	70.75	59.9
993	70.25	59.91
994	70.5	59.91
995	70.25	59.91
996	70.5	59.91
997	69.5	59.92
998	70.75	59.92
999	70.25	59.92
1000	70	59.92
1001	70.25	59.92
1002	70.25	59.92
1003	70.25	59.93
1004	70.5	59.93
1005	70	59.93
1006	70	59.93
1007	70.25	59.93
1008	70.5	59.93
1009	69.75	59.94
1010	70.25	59.94
1011	70.25	59.94
1012	70.5	59.94
1013	70.5	59.94
1014	70.5	59.94
1015	69.75	59.94
1016	70.5	59.95
1017	69.75	59.95
1018	71	59.95
1019	71	59.95
1020	72.75	59.95
1021	74.75	59.95
1022	76.75	63.34
1023	79.5	69.05
1024	83	74.77
1025	85.75	80.54
1026	88.25	86.28
1027	90.25	91.97
1028	92.5	95.04
1029	94	94.86
1030	95.75	94.87
1031	96	94.91
1032	96.75	94.91
1033	97.5	94.92
1034	98.5	94.93
1035	98.75	94.94
1036	99.5	94.94
1037	99.5	94.95
1038	99.75	94.95
1039	100.25	94.95
1040	100.25	94.96
1041	100	94.96
1042	100.5	94.96
1043	101	94.97
1044	100.5	94.97
1045	100.75	94.98
1046	101	94.98
1047	101.25	94.98
1048	101	94.98
1049	101	94.98
1050	100.75	94.98
1051	101.25	94.99
1052	101.5	94.98
1053	101.25	94.99
1054	101.25	94.99
1055	101.5	94.99
1056	101.75	94.99
1057	101.5	94.99
1058	101.5	94.99
1059	101.25	95
1060	101.25	94.99
1061	101.75	95
1062	101.75	94.99
1063	101.5	95
1064	101.5	95
1065	101.75	95
1066	101.75	95
1067	102	95
1068	101.75	95
1069	102	95
1070	102	95
1071	102	95
1072	102	95
1073	101.75	95
1074	101.25	95
1075	101.25	95
1076	101.75	95
1077	101.5	95
1078	101.75	95
1079	101.75	95.01
1080	101.5	95
1081	101.5	95
1082	101.75	95
1083	102	95
1084	101.5	95
1085	100.25	95.01
1086	100.25	95
1087	99	95
1088	97.25	94.77
1089	94.5	89.86
1090	92.75	84.52
1091	89.75	79.12
1092	87.5	73.62
1093	85.25	68.09
1094	83.75	62.59
1095	81.75	60.15
1096	80.25	59.91
1097	79.5	59.88
1098	78	59.86
1099	77	59.86
1100	76.25	59.85
1101	75.75	59.85
1102	74.75	59.85
1103	74	59.85
1104	74	59.85
1105	73.5	59.85
1106	72.75	59.85
1107	72.25	59.86
1108	72.75	59.86
1109	72.5	59.86
1110	72	59.86
1111	71.5	59.86
1112	71.75	59.87
1113	71.5	59.87
1114	71.5	59.87
1115	71	59.88
1116	71	59.88
1117	71.25	59.88
1118	71	59.88
1119	70.75	59.89
1120	70.75	59.89
1121	70.5	59.89
1122	70.5	59.89
1123	70.25	59.9
1124	70.75	59.9
1125	70.25	59.9
1126	70.5	59.9
1127	70.25	59.9
1128	70.25	59.91
1129	70.25	59.91
1130	70.5	59.91
1131	70.5	59.91
1132	70.5	59.92
1133	70.5	59.92
1134	70.5	59.92
1135	70.25	59.92
1136	70.5	59.92
1137	70.25	59.92
1138	70	59.93
1139	70.25	59.93
1140	70.5	59.93
1141	70	59.93
1142	70.5	59.93
1143	70.5	59.94
1144	70	59.94
1145	70.5	59.94
1146	70.5	59.94
1147	70	59.94
1148	70	59.94
1149	70	59.94
1150	70	59.94
1151	70.5	59.95
1152	70.75	59.95
1153	71.75	59.95
1154	73	59.95
1155	74.25	59.95
1156	76.25	61.35
1157	80	67.26
1158	83	72.94
1159	85.75	78.54
1160	88.5	84.29
1161	90.5	89.82
1162	92.75	94.9
1163	94	94.73
1164	95.25	94.89
1165	97	94.9
1166	97.5	94.91
1167	98.25	94.92
1168	99	94.93
1169	99.25	94.93
1170	99	94.94
1171	100	94.94
1172	100.25	94.95
1173	100.5	94.95
1174	100.25	94.96
1175	100.5	94.96
1176	100	94.96
1177	101	94.97
1178	101	94.97
1179	100.75	94.97
1180	101	94.98
1181	101.25	94.98
1182	101.25	94.98
1183	101.25	94.98
1184	101.5	94.98
1185	101.5	94.98
1186	101	94.99
1187	101.5	94.99
1188	101	94.99
1189	100.75	94.99
1190	101.25	94.99
1191	101.5	94.99
1192	101.5	94.99
1193	101.5	94.99
1194	101.5	94.99
1195	101.5	94.99
1196	101.5	94.99
1197	101.25	95
1198	101.75	94.99
1199	101.75	95
1200	101.5	94.99
1201	101.75	95
1202	101.75	95
1203	101.5	95
1204	101.5	95
1205	101.75	95
1206	101.75	95
1207	102	95
1208	101.75	95
1209	101.75	95
1210	101.5	95
1211	101.25	95
1212	101.5	95
1213	101.75	95
1214	101.75	95
1215	101.75	95
1216	102	95
1217	101.75	95
1218	101.5	95
1219	101	95
1220	100	95
1221	99	95
1222	97.25	95
1223	95	91.99
1224	92.5	86.54
1225	89.5	81.18
1226	87.75	75.72
1227	85	70.26
1228	83.75	64.76
1229	81.75	60.67
1230	80.25	59.9
1231	79.25	59.87
1232	78	59.86
1233	77.25	59.86
1234	75.25	59.85
1235	75.25	59.85
1236	74.5	59.85
1237	74.25	59.85
1238	73.75	59.85
1239	73.25	59.85
1240	73	59.85
1241	72.75	59.86
1242	72.25	59.86
1243	72	59.86
1244	72	59.86
1245	72	59.86
1246	70.75	59.87
1247	71	59.87
1248	71.25	59.87
1249	70.75	59.87
1250	70.5	59.88
1251	70.75	59.88
1252	70	59.88
1253	71	59.89
1254	70.5	59.89
1255	70.25	59.89
1256	70.75	59.89
1257	70.5	59.89
1258	70.75	59.9
1259	70.5	59.9
1260	70.25	59.9
1261	70.75	59.9
1262	70.5	59.91
1263	70.25	59.91
1264	70.25	59.91
1265	70.25	59.91
1266	70.5	59.92
1267	70	59.92
1268	70.5	59.92
1269	70.25	59.92
1270	70	59.92
1271	70.5	59.92
1272	70.5	59.93
1273	70.25	59.93
1274	70	59.93
1275	70	59.93
1276	70.5	59.93
1277	70.5	59.93
1278	69.5	59.94
1279	70	59.94
1280	70	59.94
1281	70.5	59.94
1282	70	59.94
1283	70.25	59.94
1284	70	59.94
1285	70.25	59.95
1286	70.25	59.95
1287	71	59.95
1288	72.75	59.95
1289	74.5	59.95
1290	76.75	60.06
1291	79.75	65.27
1292	82.75	70.87
1293	86	76.51
1294	88.75	82.19
1295	91	87.81
1296	93.25	93.43
1297	94.75	94.82
1298	96.25	94.9
1299	97.25	94.88
1300	97.5	94.91
1301	98.25	94.92
1302	99	94.92
1303	99.5	94.93
1304	99.75	94.94
1305	99.5	94.94
1307	100.25	94.95
1308	100.75	94.95
1309	100.75	94.96
1310	100.25	94.96
1311	100.75	94.97
1312	100.75	94.97
1313	101	94.97
1314	100.75	94.97
1315	101.25	94.97
1316	101	94.98
1317	101.25	94.98
1318	101.25	94.98
1319	101.25	94.98
1320	101.25	94.98
1321	100.75	94.98
1322	101	94.98
1323	101	94.99
1324	101.5	94.99
1325	101.5	94.99
1326	101.5	94.99
1327	101.5	94.99
1328	101	94.99
1329	101.5	95
1330	101.5	94.99
1331	101.5	94.99
1332	101.5	94.99
1333	101.5	95
1334	101.25	94.99
1335	101.5	95
1336	101.5	95
1337	101.5	95
1338	101.25	95
1339	101.75	95
1340	101.75	95
1341	101.75	95
1342	101.75	95
1343	101.75	95
1344	101.75	95
1345	101.5	95
1346	100.75	95
1347	101.75	95
1348	101.25	95
1349	101.25	95
1350	102	95
1351	102	95
1352	101.75	95
1353	101.5	95
1354	101.25	95
1355	100	95
1356	99	95.01
1357	97	95
1358	94.75	93.86
1359	91.5	88.49
1360	89.75	83.1
1361	87.5	77.63
1362	85	72.11
1363	83.5	66.56
1364	81.5	61.52
1365	80.25	59.98
1366	78.75	59.89
1367	77.75	59.87
1368	76.5	59.86
1369	75.75	59.85
1370	75.25	59.85
1371	73.75	59.85
1372	74.25	59.85
1373	73.25	59.85
1374	73	59.85
1375	72.5	59.85
1376	72.25	59.85
1377	72.25	59.86
1378	71.75	59.86
1379	71.75	59.86
1380	71.5	59.86
1381	71.75	59.87
1382	71	59.87
1383	71	59.87
1384	71.25	59.87
1385	70.75	59.88
1386	71	59.88
1387	70.75	59.88
1388	70.75	59.88
1389	70.75	59.89
1390	70.25	59.89
1391	71	59.89
1392	70.25	59.89
1393	70.25	59.9
1394	70.5	59.9
1395	70.5	59.9
1396	70.5	59.9
1397	70.25	59.91
1398	70.25	59.91
1399	70.5	59.91
1400	70.5	59.91
1401	70	59.91
1402	70	59.92
1403	70.5	59.92
1404	70.25	59.92
1405	70.5	59.92
1406	70	59.92
1407	70.25	59.93
1408	70	59.93
1409	69.5	59.93
1410	70.25	59.93
1411	70.5	59.93
1412	69.5	59.93
1413	70.25	59.94
1414	70	59.94
1415	70	59.94
1416	70.25	59.94
1417	70	59.94
1418	70.25	59.94
1419	70.5	59.94
1420	70.25	59.95
1421	70.25	59.95
1422	70	59.95
1423	70	59.95
1424	69.5	59.95
